Date,fees/volume_sum
2015-03-15,11.9740388
2015-03-16,15.13383473
2015-03-17,14.10203756
2015-03-18,15.16419516
2015-03-19,16.48516776
2015-03-20,16.0965401
2015-03-21,13.25657744
2015-03-22,13.13911317
2015-03-23,17.57202944
2015-03-24,13.68366895
2015-03-25,15.77234281
2015-03-26,14.52750048
2015-03-27,13.97818158
2015-03-28,12.58691333
2015-03-29,12.76426269
2015-03-30,15.45788621
2015-03-31,16.30322108
2015-04-01,16.83868407
2015-04-02,15.69228121
2015-04-03,14.9398179
2015-04-04,13.74643295
2015-04-05,14.83959852
2015-04-06,16.08612337
2015-04-07,15.6944422
2015-04-08,16.1527751
2015-04-09,18.87801779
2015-04-10,27.80415534
2015-04-11,16.6150047
2015-04-12,14.10159871
2015-04-13,17.27967925
2015-04-14,16.02169132
2015-04-15,15.47774603
2015-04-16,14.03218749
2015-04-17,14.66698599
2015-04-18,13.32714608
2015-04-19,12.99562204
2015-04-20,17.01682374
2015-04-21,15.43035927
2015-04-22,15.864116
2015-04-23,15.85553042
2015-04-24,15.60361285
2015-04-25,99.35690506
2015-04-26,13.43856985
2015-04-27,15.72423382
2015-04-28,16.15746744
2015-04-29,16.87860527
2015-04-30,16.73387524
2015-05-01,13.73766087
2015-05-02,13.99169181
2015-05-03,12.34368977
2015-05-04,15.10627218
2015-05-05,16.32255227
2015-05-06,15.78427708
2015-05-07,15.99528963
2015-05-08,16.57046441
2015-05-09,13.34743823
2015-05-10,15.5854514
2015-05-11,17.33158914
2015-05-12,16.05606726
2015-05-13,15.48162095
2015-05-14,14.06091765
2015-05-15,15.12186504
2015-05-16,13.11363793
2015-05-17,13.07921042
2015-05-18,14.84130953
2015-05-19,15.68797983
2015-05-20,15.0403967
2015-05-21,14.47529212
2015-05-22,15.33794565
2015-05-23,12.75570619
2015-05-24,13.52427108
2015-05-25,15.52614626
2015-05-26,18.04951479
2015-05-27,16.00109647
2015-05-28,16.24789347
2015-05-29,17.83224896
2015-05-30,17.0420672
2015-05-31,39.45981082
2015-06-01,21.70563529
2015-06-02,18.56065267
2015-06-03,18.03214868
2015-06-04,16.82484681
2015-06-05,15.9113149
2015-06-06,14.25095862
2015-06-07,12.96274061
2015-06-08,17.34380551
2015-06-09,17.7172119
2015-06-10,20.08297998
2015-06-11,17.44264663
2015-06-12,18.36680608
2015-06-13,16.9025367
2015-06-14,15.98348336
2015-06-15,19.87304204
2015-06-16,20.13279514
2015-06-17,23.45269754
2015-06-18,27.33272035
2015-06-19,27.30544421
2015-06-20,15.3721681
2015-06-21,14.07698414
2015-06-22,27.92504014
2015-06-23,18.74452789
2015-06-24,16.35528118
2015-06-25,16.69325104
2015-06-26,18.16023869
2015-06-27,16.74241236
2015-06-28,15.3949869
2015-06-29,18.70253432
2015-06-30,29.95122247
2015-07-01,21.27628595
2015-07-02,24.29662311
2015-07-03,22.79418437
2015-07-04,17.84510252
2015-07-05,20.94808987
2015-07-06,35.590639
2015-07-07,43.28253875
2015-07-08,50.7814831
2015-07-09,40.17988719
2015-07-10,37.36990049
2015-07-11,38.71393068
2015-07-12,44.36391382
2015-07-13,32.26811751
2015-07-14,29.19469656
2015-07-15,26.13382277
2015-07-16,27.39621947
2015-07-17,24.04523437
2015-07-18,43.55700027
2015-07-19,19.6377689
2015-07-20,40.05246965
2015-07-21,25.67332781
2015-07-22,27.36251591
2015-07-23,26.58585451
2015-07-24,23.27602155
2015-07-25,20.24099182
2015-07-26,21.17046613
2015-07-27,31.33315906
2015-07-28,27.90367841
2015-07-29,39.00263677
2015-07-30,34.02627027
2015-07-31,37.75865133
2015-08-01,32.67417545
2015-08-02,20.81821964
2015-08-03,27.09518893
2015-08-04,35.18586297
2015-08-05,33.89808802
2015-08-06,37.05030425
2015-08-07,25.06010357
2015-08-08,22.40730609
2015-08-09,19.00348649
2015-08-10,28.5686514
2015-08-11,26.09037644
2015-08-12,25.59291304
2015-08-13,24.68525201
2015-08-14,24.26238231
2015-08-15,20.52411841
2015-08-16,18.9535101
2015-08-17,23.50533255
2015-08-18,25.60465587
2015-08-19,24.16873641
2015-08-20,25.77554216
2015-08-21,23.20451447
2015-08-22,22.39789595
2015-08-23,20.68006617
2015-08-24,26.21538332
2015-08-25,25.2405721
2015-08-26,25.15845138
2015-08-27,23.87492571
2015-08-28,24.44245868
2015-08-29,21.35923021
2015-08-30,19.51472621
2015-08-31,27.56912196
2015-09-01,25.26556984
2015-09-02,53.88841426
2015-09-03,27.97427509
2015-09-04,25.08295191
2015-09-05,27.84723132
2015-09-06,21.87159142
2015-09-07,29.70364898
2015-09-08,25.62157265
2015-09-09,27.16877078
2015-09-10,27.79300834
2015-09-11,38.07931771
2015-09-12,29.08465555
2015-09-13,25.36632619
2015-09-14,31.22149088
2015-09-15,28.87989851
2015-09-16,26.10466496
2015-09-17,27.11789352
2015-09-18,25.40203437
2015-09-19,21.74704429
2015-09-20,21.2534805
2015-09-21,28.77250376
2015-09-22,27.82720079
2015-09-23,25.52187592
2015-09-24,24.27461543
2015-09-25,27.11947875
2015-09-26,24.99832779
2015-09-27,21.98745167
2015-09-28,26.28988147
2015-09-29,27.3765497
2015-09-30,26.79319008
2015-10-01,28.82708269
2015-10-02,25.92049816
2015-10-03,21.68642606
2015-10-04,19.36537912
2015-10-05,23.34896688
2015-10-06,25.80662237
2015-10-07,24.96770404
2015-10-08,26.86679732
2015-10-09,23.10188544
2015-10-10,24.80907025
2015-10-11,19.35308736
2015-10-12,25.47023804
2015-10-13,24.94470798
2015-10-14,27.15648782
2015-10-15,28.38709887
2015-10-16,28.3561839
2015-10-17,27.00692963
2015-10-18,22.87814229
2015-10-19,28.30097624
2015-10-20,31.63227656
2015-10-21,28.40338671
2015-10-22,29.4120876
2015-10-23,28.73077494
2015-10-24,26.88985085
2015-10-25,24.82972719
2015-10-26,26.65010032
2015-10-27,29.03670838
2015-10-28,30.11709528
2015-10-29,33.96205933
2015-10-30,32.04370245
2015-10-31,28.54469017
2015-11-01,27.34475095
2015-11-02,33.2823864
2015-11-03,34.34305541
2015-11-04,44.91027343
2015-11-05,34.12758502
2015-11-06,32.32119456
2015-11-07,25.79858313
2015-11-08,23.43890815
2015-11-09,29.59354321
2015-11-10,29.20202127
2015-11-11,27.96582529
2015-11-12,25.76607374
2015-11-13,25.62122509
2015-11-14,24.47520325
2015-11-15,23.01078957
2015-11-16,27.79466448
2015-11-17,26.30052583
2015-11-18,27.37508755
2015-11-19,25.73583511
2015-11-20,25.74141814
2015-11-21,23.84630843
2015-11-22,23.30401546
2015-11-23,25.64701023
2015-11-24,25.12325561
2015-11-25,26.50728282
2015-11-26,27.95046286
2015-11-27,26.65176592
2015-11-28,26.47215741
2015-11-29,22.17266336
2015-11-30,34.29084643
2015-12-01,31.25843549
2015-12-02,32.47262681
2015-12-03,29.71151175
2015-12-04,28.66553139
2015-12-05,31.07756174
2015-12-06,30.36759062
2015-12-07,33.02830019
2015-12-08,32.78755044
2015-12-09,37.30535029
2015-12-10,35.89685418
2015-12-11,43.27706332
2015-12-12,36.96162758
2015-12-13,33.25167033
2015-12-14,40.52758586
2015-12-15,39.9989931
2015-12-16,37.38604758
2015-12-17,37.64708734
2015-12-18,37.77548047
2015-12-19,35.23701085
2015-12-20,33.53649378
2015-12-21,41.10369193
2015-12-22,39.13063975
2015-12-23,39.8125779
2015-12-24,36.33612595
2015-12-25,29.58094326
2015-12-26,31.37472184
2015-12-27,27.06454523
2015-12-28,31.14441685
2015-12-29,31.35063356
2015-12-30,30.79767766
2015-12-31,25.50670682
2016-01-01,19.82080598
2016-01-02,31.37600479
2016-01-03,24.08304879
2016-01-04,30.74684308
2016-01-05,32.27846687
2016-01-06,30.40324362
2016-01-07,37.02453793
2016-01-08,32.53002298
2016-01-09,30.22393822
2016-01-10,27.95780106
2016-01-11,35.90416653
2016-01-12,34.70749772
2016-01-13,34.27954249
2016-01-14,31.82088874
2016-01-15,35.76071656
2016-01-16,34.77336876
2016-01-17,36.326795
2016-01-18,39.48023545
2016-01-19,39.67840683
2016-01-20,46.47964248
2016-01-21,50.3603795
2016-01-22,45.16359551
2016-01-23,38.59889347
2016-01-24,40.1824236
2016-01-25,45.9839664
2016-01-26,47.01650631
2016-01-27,49.12850373
2016-01-28,47.43453192
2016-01-29,46.98023086
2016-01-30,38.97923245
2016-01-31,34.55384553
2016-02-01,55.98834185
2016-02-02,58.64427461
2016-02-03,44.727733
2016-02-04,38.13751292
2016-02-05,43.03457951
2016-02-06,40.20959148
2016-02-07,38.93269746
2016-02-08,42.13873335
2016-02-09,41.7533383
2016-02-10,45.10160409
2016-02-11,44.25502408
2016-02-12,39.03763903
2016-02-13,34.91582779
2016-02-14,35.15265778
2016-02-15,42.11669849
2016-02-16,42.20291344
2016-02-17,43.84467565
2016-02-18,43.33919321
2016-02-19,45.93178995
2016-02-20,41.35279322
2016-02-21,40.3175371
2016-02-22,45.80619995
2016-02-23,48.35862446
2016-02-24,45.99151748
2016-02-25,45.89148285
2016-02-26,42.35918186
2016-02-27,37.33826946
2016-02-28,44.48851907
2016-02-29,55.28146424
2016-03-01,60.06599979
2016-03-02,92.15325496
2016-03-03,56.09368275
2016-03-04,51.56297271
2016-03-05,62.07709524
2016-03-06,39.12461422
2016-03-07,43.73955784
2016-03-08,44.92403847
2016-03-09,54.68048263
2016-03-10,41.07926816
2016-03-11,39.76764706
2016-03-12,34.40586731
2016-03-13,35.80250793
2016-03-14,41.05698574
2016-03-15,42.88754793
2016-03-16,47.99646002
2016-03-17,46.32816082
2016-03-18,42.894972
2016-03-19,34.35487023
2016-03-20,33.74667059
2016-03-21,41.13390235
2016-03-22,42.63768215
2016-03-23,38.35156743
2016-03-24,38.50255692
2016-03-25,32.7033762
2016-03-26,35.8323759
2016-03-27,31.75097348
2016-03-28,46.15473942
2016-03-29,57.79052183
2016-03-30,45.75345212
2016-03-31,45.74989907
2016-04-01,53.2276954
2016-04-02,49.66375403
2016-04-03,43.58224685
2016-04-04,45.08180774
2016-04-05,47.92742177
2016-04-06,58.44875393
2016-04-07,44.73522886
2016-04-08,43.53738918
2016-04-09,36.54361898
2016-04-10,33.25339902
2016-04-11,50.11203705
2016-04-12,50.75962758
2016-04-13,45.74314812
2016-04-14,44.86496577
2016-04-15,44.67354732
2016-04-16,34.12321152
2016-04-17,34.28061725
2016-04-18,47.33042977
2016-04-19,43.48327587
2016-04-20,43.21507171
2016-04-21,42.82120266
2016-04-22,42.68874359
2016-04-23,33.15097021
2016-04-24,33.26865456
2016-04-25,43.29847026
2016-04-26,337.75639818
2016-04-27,46.11149971
2016-04-28,49.62034503
2016-04-29,49.9195874
2016-04-30,40.87923127
2016-05-01,34.50281105
2016-05-02,45.13159943
2016-05-03,44.86828296
2016-05-04,47.17178574
2016-05-05,44.25619976
2016-05-06,44.519552
2016-05-07,37.61683514
2016-05-08,34.73771327
2016-05-09,40.4654474
2016-05-10,48.10185732
2016-05-11,45.88566709
2016-05-12,46.75238994
2016-05-13,47.58216903
2016-05-14,48.00318276
2016-05-15,45.61359577
2016-05-16,60.51568467
2016-05-17,58.4408726
2016-05-18,58.26811656
2016-05-19,54.98968957
2016-05-20,51.58622819
2016-05-21,56.82664163
2016-05-22,43.20770201
2016-05-23,54.73645083
2016-05-24,59.53134626
2016-05-25,59.87550803
2016-05-26,55.65651605
2016-05-27,70.89209327
2016-05-28,52.34180926
2016-05-29,47.98546674
2016-05-30,57.85196125
2016-05-31,52.33924442
2016-06-01,56.18497783
2016-06-02,58.53519721
2016-06-03,54.69656979
2016-06-04,46.44371282
2016-06-05,44.16827831
2016-06-06,52.13956486
2016-06-07,52.51815706
2016-06-08,50.40981971
2016-06-09,53.21550949
2016-06-10,52.81223012
2016-06-11,46.24529278
2016-06-12,52.42482099
2016-06-13,63.87453511
2016-06-14,69.04509389
2016-06-15,83.38614703
2016-06-16,82.29665972
2016-06-17,78.90209509
2016-06-18,70.57830565
2016-06-19,63.14349102
2016-06-20,76.7711358
2016-06-21,76.28917579
2016-06-22,78.85018659
2016-06-23,75.30395381
2016-06-24,74.11847429
2016-06-25,60.99766676
2016-06-26,54.30478358
2016-06-27,61.78464957
2016-06-28,58.37675619
2016-06-29,61.68595835
2016-06-30,62.5040288
2016-07-01,57.69296304
2016-07-02,52.92652832
2016-07-03,45.47185343
2016-07-04,55.14588726
2016-07-05,55.87364447
2016-07-06,55.67845334
2016-07-07,56.50728572
2016-07-08,57.25884524
2016-07-09,47.40040469
2016-07-10,38.56114004
2016-07-11,57.33521701
2016-07-12,51.17140866
2016-07-13,53.18160911
2016-07-14,57.48641729
2016-07-15,55.22548963
2016-07-16,50.67563958
2016-07-17,47.87291321
2016-07-18,59.07113707
2016-07-19,61.86165427
2016-07-20,64.19434833
2016-07-21,60.4162541
2016-07-22,65.19185579
2016-07-23,60.03161359
2016-07-24,50.9057638
2016-07-25,69.72168119
2016-07-26,70.79427446
2016-07-27,74.91411699
2016-07-28,71.63045994
2016-07-29,72.26700639
2016-07-30,65.72047583
2016-07-31,72.5596168
2016-08-01,73.17800941
2016-08-02,81.38920804
2016-08-03,75.68290751
2016-08-04,69.53744777
2016-08-05,74.55527344
2016-08-06,59.68826373
2016-08-07,66.98389239
2016-08-08,86.44357031
2016-08-09,74.29724567
2016-08-10,75.53269014
2016-08-11,79.92226711
2016-08-12,70.76200713
2016-08-13,62.74827301
2016-08-14,61.62650466
2016-08-15,68.34053066
2016-08-16,83.09112751
2016-08-17,73.73160399
2016-08-18,76.47075341
2016-08-19,80.79961253
2016-08-20,61.21304534
2016-08-21,50.66277505
2016-08-22,65.77382642
2016-08-23,67.65790776
2016-08-24,64.62449049
2016-08-25,64.61425534
2016-08-26,62.44953714
2016-08-27,55.47429433
2016-08-28,48.91366874
2016-08-29,64.37949671
2016-08-30,67.63053145
2016-08-31,62.47730836
2016-09-01,63.48703333
2016-09-02,57.33859607
2016-09-03,51.54954056
2016-09-04,46.63006916
2016-09-05,63.04984857
2016-09-06,60.65357465
2016-09-07,63.76239601
2016-09-08,59.60240707
2016-09-09,63.36822147
2016-09-10,51.15995466
2016-09-11,47.43305867
2016-09-12,55.92604475
2016-09-13,68.05656902
2016-09-14,62.36523412
2016-09-15,59.69619981
2016-09-16,63.99372021
2016-09-17,57.63998368
2016-09-18,53.0225757
2016-09-19,66.12043758
2016-09-20,68.36086914
2016-09-21,64.96509855
2016-09-22,62.72699094
2016-09-23,60.05767564
2016-09-24,58.95425424
2016-09-25,49.59149659
2016-09-26,60.52560461
2016-09-27,62.99270729
2016-09-28,64.74431075
2016-09-29,68.53955587
2016-09-30,68.45068728
2016-10-01,58.7351644
2016-10-02,53.42262056
2016-10-03,75.23840275
2016-10-04,71.03602966
2016-10-05,72.77844316
2016-10-06,77.72649993
2016-10-07,72.05178137
2016-10-08,67.51007174
2016-10-09,58.27379152
2016-10-10,67.8353189
2016-10-11,80.75501147
2016-10-12,68.31244694
2016-10-13,67.12105979
2016-10-14,68.01350542
2016-10-15,62.6006372
2016-10-16,57.54846761
2016-10-17,72.44112233
2016-10-18,77.24037508
2016-10-19,62.38149631
2016-10-20,89.31863339
2016-10-21,76.08109984
2016-10-22,66.62886636
2016-10-23,67.49823388
2016-10-24,81.14570038
2016-10-25,99.09135171
2016-10-26,123.66682607
2016-10-27,111.04197547
2016-10-28,82.18591551
2016-10-29,73.16334719
2016-10-30,62.61635815
2016-10-31,76.30761672
2016-11-01,78.88304167
2016-11-02,79.52440935
2016-11-03,78.9896584
2016-11-04,84.33985522
2016-11-05,73.75387364
2016-11-06,70.81542827
2016-11-07,91.27487749
2016-11-08,89.25535917
2016-11-09,83.73198606
2016-11-10,82.2928672
2016-11-11,72.74402535
2016-11-12,65.89536127
2016-11-13,62.67231406
2016-11-14,79.42615064
2016-11-15,81.45867865
2016-11-16,79.46533169
2016-11-17,89.03665576
2016-11-18,83.54457183
2016-11-19,72.14751446
2016-11-20,72.95353104
2016-11-21,94.92004537
2016-11-22,101.52105178
2016-11-23,108.95046532
2016-11-24,135.86177837
2016-11-25,138.07167767
2016-11-26,101.74634136
2016-11-27,81.15381886
2016-11-28,109.57588157
2016-11-29,101.05426951
2016-11-30,99.56774283
2016-12-01,102.70561249
2016-12-02,120.59021932
2016-12-03,101.13526766
2016-12-04,92.63816666
2016-12-05,106.12511446
2016-12-06,119.47737538
2016-12-07,107.59327335
2016-12-08,96.23895714
2016-12-09,96.30486037
2016-12-10,86.84229837
2016-12-11,76.69390919
2016-12-12,93.1264006
2016-12-13,97.65573127
2016-12-14,94.82014754
2016-12-15,100.43219466
2016-12-16,97.57905572
2016-12-17,81.36024503
2016-12-18,80.81959375
2016-12-19,103.96098767
2016-12-20,101.92528818
2016-12-21,114.92502583
2016-12-22,106.17675284
2016-12-23,100.48771495
2016-12-24,83.58322018
2016-12-25,61.93750723
2016-12-26,87.97239373
2016-12-27,99.53217417
2016-12-28,104.35263976
2016-12-29,107.23074067
2016-12-30,100.318724
2016-12-31,82.32831226
2017-01-01,65.07949883
2017-01-02,112.88414659
2017-01-03,117.50869676
2017-01-04,193.3374362
2017-01-05,114.99194252
2017-01-06,127.77072194
2017-01-07,106.3384173
2017-01-08,91.2413482
2017-01-09,102.04592665
2017-01-10,119.94087094
2017-01-11,111.82087465
2017-01-12,105.50392824
2017-01-13,96.9954013
2017-01-14,86.85666196
2017-01-15,82.22432059
2017-01-16,103.64270285
2017-01-17,109.39305302
2017-01-18,107.93626344
2017-01-19,112.3957332
2017-01-20,104.84963495
2017-01-21,94.58963263
2017-01-22,87.1148655
2017-01-23,109.01172711
2017-01-24,143.1652105
2017-01-25,135.00808277
2017-01-26,123.55631958
2017-01-27,114.04371837
2017-01-28,122.5350693
2017-01-29,119.8377983
2017-01-30,135.15608339
2017-01-31,145.66158893
2017-02-01,154.9165724
2017-02-02,142.30055361
2017-02-03,162.42120704
2017-02-04,138.64644801
2017-02-05,136.17869567
2017-02-06,154.93020175
2017-02-07,170.75671139
2017-02-08,157.14493504
2017-02-09,174.18568718
2017-02-10,139.77915541
2017-02-11,117.08000976
2017-02-12,102.51055926
2017-02-13,136.77242215
2017-02-14,140.99131586
2017-02-15,134.04888989
2017-02-16,169.87720101
2017-02-17,165.84442388
2017-02-18,152.22901802
2017-02-19,129.44377921
2017-02-20,159.91401438
2017-02-21,165.81707207
2017-02-22,182.03570523
2017-02-23,211.65472424
2017-02-24,226.7099144
2017-02-25,191.30417997
2017-02-26,161.17260121
2017-02-27,195.38746144
2017-02-28,227.3714723
2017-03-01,229.59036693
2017-03-02,252.22663973
2017-03-03,259.68606189
2017-03-04,220.29548015
2017-03-05,216.69618574
2017-03-06,238.98093612
2017-03-07,269.77191295
2017-03-08,233.7307623
2017-03-09,236.67178552
2017-03-10,257.91797636
2017-03-11,217.66771727
2017-03-12,190.62879952
2017-03-13,220.75092528
2017-03-14,256.53171308
2017-03-15,236.25501962
2017-03-16,264.55158129
2017-03-17,244.58901754
2017-03-18,217.05770532
2017-03-19,211.62793576
2017-03-20,241.15787713
2017-03-21,248.6366135
2017-03-22,265.84522812
2017-03-23,235.99807634
2017-03-24,231.55050182
2017-03-25,182.00765156
2017-03-26,154.65177428
2017-03-27,194.84378734
2017-03-28,233.22176362
2017-03-29,212.93579722
2017-03-30,203.40448684
2017-03-31,217.27700693
2017-04-01,190.64263242
2017-04-02,180.73640574
2017-04-03,221.03918997
2017-04-04,200.30284512
2017-04-05,236.29861443
2017-04-06,221.71976913
2017-04-07,225.14679282
2017-04-08,171.61302076
2017-04-09,168.05979031
2017-04-10,197.26586623
2017-04-11,226.34667638
2017-04-12,212.1552116
2017-04-13,216.66765492
2017-04-14,235.48446532
2017-04-15,201.55356574
2017-04-16,158.85627688
2017-04-17,180.72834518
2017-04-18,220.20687325
2017-04-19,209.52935942
2017-04-20,228.37557725
2017-04-21,244.38907052
2017-04-22,180.34051775
2017-04-23,169.67309519
2017-04-24,187.96137981
2017-04-25,271.62738431
2017-04-26,253.84367765
2017-04-27,256.44731571
2017-04-28,249.68419536
2017-04-29,256.37648122
2017-04-30,199.30763935
2017-05-01,227.7488656
2017-05-02,272.67966183
2017-05-03,247.34367708
2017-05-04,307.09568071
2017-05-05,261.31168454
2017-05-06,296.57369266
2017-05-07,277.03575031
2017-05-08,316.4495528
2017-05-09,302.96153363
2017-05-10,303.26495895
2017-05-11,279.58022914
2017-05-12,322.05057537
2017-05-13,301.19440047
2017-05-14,297.47622441
2017-05-15,327.30377033
2017-05-16,343.40900559
2017-05-17,485.9361122
2017-05-18,392.02141315
2017-05-19,442.811934
2017-05-20,387.7538543
2017-05-21,352.78845637
2017-05-22,406.63804239
2017-05-23,468.38356854
2017-05-24,472.94001691
2017-05-25,498.87943053
2017-05-26,469.79624965
2017-05-27,528.8278222
2017-05-28,421.48503001
2017-05-29,494.90441559
2017-05-30,588.38790095
2017-05-31,570.4198544
2017-06-01,569.07004507
2017-06-02,470.15193004
2017-06-03,545.64725387
2017-06-04,441.99355556
2017-06-05,475.43804182
2017-06-06,511.33813564
2017-06-07,668.13204735
2017-06-08,490.9904414
2017-06-09,455.56014992
2017-06-10,390.9040331
2017-06-11,356.12024978
2017-06-12,409.8643713
2017-06-13,479.43977642
2017-06-14,454.74199601
2017-06-15,435.40345777
2017-06-16,375.35139576
2017-06-17,311.39831919
2017-06-18,277.9955946
2017-06-19,387.16284645
2017-06-20,388.08537505
2017-06-21,462.70370719
2017-06-22,447.10509654
2017-06-23,338.95972894
2017-06-24,307.20884336
2017-06-25,258.68838592
2017-06-26,375.05657594
2017-06-27,367.89377898
2017-06-28,385.86002411
2017-06-29,341.40053758
2017-06-30,357.17190559
2017-07-01,255.27403629
2017-07-02,197.85958294
2017-07-03,283.21012118
2017-07-04,293.93425872
2017-07-05,225.82080685
2017-07-06,241.52060511
2017-07-07,240.65571245
2017-07-08,192.41183082
2017-07-09,157.22803089
2017-07-10,205.57250621
2017-07-11,207.57617324
2017-07-12,222.35199706
2017-07-13,210.79018124
2017-07-14,215.37764419
2017-07-15,378.35756847
2017-07-16,166.92852306
2017-07-17,198.03657541
2017-07-18,224.51846967
2017-07-19,201.60223858
2017-07-20,229.27219537
2017-07-21,249.73969757
2017-07-22,171.03691992
2017-07-23,125.37693822
2017-07-24,166.96352984
2017-07-25,168.49293292
2017-07-26,167.53481996
2017-07-27,166.27056958
2017-07-28,188.43132327
2017-07-29,156.46665323
2017-07-30,138.11682207
2017-07-31,194.86886623
2017-08-01,75.94662047
2017-08-02,130.51485681
2017-08-03,124.10595421
2017-08-04,113.47123621
2017-08-05,113.56678695
2017-08-06,87.90639938
2017-08-07,121.82649183
2017-08-08,159.06311046
2017-08-09,157.95191308
2017-08-10,193.18600285
2017-08-11,234.94470226
2017-08-12,210.75240215
2017-08-13,189.71104645
2017-08-14,249.18827382
2017-08-15,350.45038263
2017-08-16,347.52500864
2017-08-17,365.31634907
2017-08-18,337.96192313
2017-08-19,265.91179874
2017-08-20,208.98199629
2017-08-21,297.96496476
2017-08-22,334.18474511
2017-08-23,541.97068152
2017-08-24,385.99923422
2017-08-25,425.81587924
2017-08-26,425.31312205
2017-08-27,358.8427277
2017-08-28,378.17846684
2017-08-29,461.76014165
2017-08-30,388.49753062
2017-08-31,413.21489691
2017-09-01,382.74200641
2017-09-02,290.49925993
2017-09-03,239.13526989
2017-09-04,325.4016802
2017-09-05,281.90480312
2017-09-06,272.59987797
2017-09-07,257.33579475
2017-09-08,217.76572461
2017-09-09,144.85041627
2017-09-10,143.23841995
2017-09-11,159.73383041
2017-09-12,148.9079562
2017-09-13,133.73148672
2017-09-14,153.73503588
2017-09-15,174.81664788
2017-09-16,119.91780546
2017-09-17,99.41066001
2017-09-18,168.30810036
2017-09-19,173.70341529
2017-09-20,146.40700953
2017-09-21,136.34884416
2017-09-22,117.1641681
2017-09-23,99.69585805
2017-09-24,83.67519444
2017-09-25,147.37049675
2017-09-26,150.08561133
2017-09-27,143.49865258
2017-09-28,134.45160224
2017-09-29,115.33216245
2017-09-30,101.44145793
2017-10-01,119.05349794
2017-10-02,180.47323995
2017-10-03,152.53441884
2017-10-04,136.73283395
2017-10-05,160.34424031
2017-10-06,149.02120217
2017-10-07,108.21556432
2017-10-08,111.79647505
2017-10-09,149.34098656
2017-10-10,167.2582099
2017-10-11,148.17289183
2017-10-12,174.4145147
2017-10-13,281.53458216
2017-10-14,227.59563891
2017-10-15,162.7073282
2017-10-16,193.41946089
2017-10-17,209.13726138
2017-10-18,192.2026716
2017-10-19,191.51239568
2017-10-20,161.97244556
2017-10-21,167.76730117
2017-10-22,155.33193023
2017-10-23,185.64433949
2017-10-24,199.79056912
2017-10-25,141.97537543
2017-10-26,112.65051758
2017-10-27,166.66745997
2017-10-28,175.03828084
2017-10-29,278.85712501
2017-10-30,263.59097424
2017-10-31,231.89499927
2017-11-01,296.93760422
2017-11-02,277.59079476
2017-11-03,271.77385265
2017-11-04,273.249729
2017-11-05,197.6563993
2017-11-06,240.33789733
2017-11-07,294.12731396
2017-11-08,262.16939123
2017-11-09,361.32993999
2017-11-10,319.97295719
2017-11-11,317.05792683
2017-11-12,583.61046709
2017-11-13,783.38626441
2017-11-14,615.08687921
2017-11-15,603.50996198
2017-11-16,502.64025918
2017-11-17,401.16643265
2017-11-18,289.98839235
2017-11-19,247.44354414
2017-11-20,329.01817427
2017-11-21,310.29655182
2017-11-22,256.40318228
2017-11-23,265.91956914
2017-11-24,233.53648718
2017-11-25,195.63976527
2017-11-26,191.22207725
2017-11-27,236.5030831
2017-11-28,245.23091351
2017-11-29,290.90212855
2017-11-30,270.63114407
2017-12-01,247.0519056
2017-12-02,190.29585342
2017-12-03,187.45114274
2017-12-04,226.11990963
2017-12-05,219.679754
2017-12-06,257.16995428
2017-12-07,364.60560502
2017-12-08,641.42966479
2017-12-09,567.08842445
2017-12-10,458.10029691
2017-12-11,483.63865068
2017-12-12,537.94407913
2017-12-13,604.2979452
2017-12-14,644.60794431
2017-12-15,592.70393429
2017-12-16,534.01138337
2017-12-17,535.43867532
2017-12-18,587.12548366
2017-12-19,662.59550536
2017-12-20,911.59174277
2017-12-21,1128.76167038
2017-12-22,1495.94647734
2017-12-23,1065.61559484
2017-12-24,881.12136284
2017-12-25,689.39441204
2017-12-26,725.62381816
2017-12-27,784.81712352
2017-12-28,785.83389168
2017-12-29,785.79504963
2017-12-30,778.5711097
2017-12-31,545.14452622
2018-01-01,469.41303646
2018-01-02,649.16497626
2018-01-03,749.68547259
2018-01-04,778.26109477
2018-01-05,701.35602085
2018-01-06,694.47790564
2018-01-07,686.11400249
2018-01-08,694.5264055
2018-01-09,752.4182028
2018-01-10,720.32570087
2018-01-11,697.44083354
2018-01-12,617.63579417
2018-01-13,528.46632102
2018-01-14,491.32446483
2018-01-15,510.11761779
2018-01-16,606.38246009
2018-01-17,675.09668652
2018-01-18,656.89753535
2018-01-19,491.48999429
2018-01-20,429.4031975
2018-01-21,343.36269629
2018-01-22,314.61253947
2018-01-23,285.95800518
2018-01-24,283.49809897
2018-01-25,220.85446644
2018-01-26,209.13221596
2018-01-27,168.25469362
2018-01-28,155.34485572
2018-01-29,145.75112922
2018-01-30,160.30090386
2018-01-31,162.20623626
2018-02-01,214.02754492
2018-02-02,274.36258243
2018-02-03,146.92776937
2018-02-04,111.31669812
2018-02-05,173.7675019
2018-02-06,164.26998571
2018-02-07,123.52109098
2018-02-08,87.98500449
2018-02-09,88.36425123
2018-02-10,88.79565618
2018-02-11,61.96458348
2018-02-12,69.96971094
2018-02-13,68.57325292
2018-02-14,63.75846926
2018-02-15,64.08005499
2018-02-16,58.25713445
2018-02-17,48.63875388
2018-02-18,44.58328081
2018-02-19,50.9081119
2018-02-20,52.23072575
2018-02-21,40.68256761
2018-02-22,37.60222865
